text,verb,explanation,madarian,romen,ro_correct,hanzi,han_correct,page,description,toggle
Accommoder,va,Accommoder à la convenance de qqn.,依他，随便他,zu bié’ i,,隨便伊,,7,,TRUE
Accompagner,va,Aller avec.,陪同,dong k‘i’,,同去,,7,,TRUE
Accompagner,va,Aller avec.,陪同,bé’ i k‘i’,,伴伊去,,7,,TRUE
Accompagner,va,Suivre.,伴随,ken,,跟,,7,,TRUE
Accompagner,va,Suivre.,伴随,ken zu,,跟隨,,7,,TRUE
Accompagner,va,Accompaguer par honneur.,护送,song’,,送,,7,,TRUE
Accompli,adj,Parfait.,完美的，完善的,zeng zié,,成全,,7,,TRUE
Accompli,adj,Exécuté.,完全的,wé zié,,完全,,7,,TRUE
Accompli,adj,Révolu.,完成的，实现的,yeu ’mé,,圓滿,,7,,TRUE
Accompli,adj,Révolu.,完成的，实现的,wé kiéh,,完結,,7,,TRUE
Accomplir,va,Finir.,完成，实现,tsou’ wé,,做完,,7,,TRUE
Accomplir,va,Finir.,完成，实现,zeng kong,,成功,,7,,TRUE
Accomplir,va,Achever.,完成,zeng zié’,,成全,,7,,TRUE
Accomplir,va,Observer.,履行，执行,’seû,,守,,7,,TRUE
Accomplir,va,Observer.,履行，执行,zin,zin’,盡,,7,,TRUE
Accomplir,va,S’Accomplir(se vérifier).,得到证实,yao gné’,yao’ gné’,效驗,,7,,TRUE
Accomplir,va,S’Accomplir(se vérifier).,得到证实,yeng’ gné,,應驗,,7,,TRUE
Accord,,dans les  sentiments.,和睦，和谐,wou k‘i’,,和氣,,7,,TRUE
Accord,,En bon Accord.,和睦相处,wou wou k‘i’ k‘i’ ke’,,和和氣氣个,,7,,TRUE
Accord,,D’un commun Accord.,一致赞成,dong sin héh i’ ke’,,同心合意个,,7,,TRUE
Accord,,Accord dans les voix.,同声相应,dong seng siang yeng’ ke’,,同聲相應个,,7,,TRUE
Accord,,Conformité.Ses paroles et ses intentions ne sont pas d’Accord;,他是口是心非,i ze’ ’k‘eû ze’ sin fi,,伊是口是心非,,7,,TRUE
Accord,,les miennes le sont.,我是心口如一,’ngou ze’ sin ’k‘eû zu ih,,我是心口如一,,7,,TRUE
Accord,,D’Accord，mais...,我赞成，可是...,tei’ ke’,,對个,,7,,TRUE
Accord,,D’Accord，mais...,我赞成，可是...,péh kou’,,不過,,7,,TRUE
Accordéon,sm,,手风琴,’seû fong ghien,,手風琴,,7,,TRUE
Accorder,va,Mettre d’accord.,使协调,diao ding’,diao ding,調停,,7,,TRUE
Accorder,va,Mettre d’accord.,使协调,’kaong wou,,講和,,7,,TRUE
Accorder,va,Mettre d’accord.,使协调,wo’ wou,,話和,,7,,TRUE
Accorder,va,Ajuster.,调和，调整,maong’ ’tsen,,望準,,7,,TRUE
Accorder,va,Ajuster.,调和，调整,p‘ei’ tei’,,配對,,7,,TRUE
Accorder,va,Donner:,给予,péh ’saong se’,,撥賞賜,,7,,TRUE
Accorder,va,Autoriser.,允诺,’hiu,,許,,7,,TRUE
Accorder,va,Autoriser.,允诺,yeng’ zeng,,應承,,7,,TRUE
Accorder,va,Autoriser.,允诺,’tsen ’hiu,,准許,,7,,TRUE
Accorder,va,S’Accorder(Étre conforme).,使一致,siang ts‘eng’,,相稱,,7,,TRUE
Accorder,va,S’Accorder(Étre conforme).,使一致,t‘ih tei’,,貼對,,7,,TRUE
Accorder,va,Étre en bonne harmonie.,意见一致,héh seh,,合式,,7,,TRUE
Accorder,va,Étre en bonne harmonie.,意见一致,wou moh,,和睦,,7,,TRUE
Accorder,va,Tomber d’intelligence avec.,商妥,yeu zeng,,圓成,,7,,TRUE
Accorder,va,Être d’intelligence avec.,串通,t‘ong ke’,,通个,,7,,TRUE
Accoster,qqn,,接近，靠近,’tseû ’zaong k‘i’,,走上去,,7,,TRUE
Accoter,va,S’Accoter.,斜靠,k‘ao’,,靠,,7,,TRUE
Accoter,va,S’Accoter.,斜靠,k‘ao’,,靠,,7,,TRUE
Accouchée.,sf,,产妇,’ts‘è wou,’ts‘è wou’,産婦,,7,待定 十五；另產婦可能是連讀,TRUE
Accouchée.,sf,,产妇,song-m-gnang,,十五娘,,7,標點符號,TRUE
Accoucher,vn,,分娩,sang ’ts‘è,,生産,,7,,TRUE
Accoucher,vn,Aider à Accoucher.,助产，接生,seû sang,,收生,,7,,TRUE
Accoucheuse,sf,,助产士,seû sang bou,,收生婆,,8,,TRUE
Accoucheuse,sf,,助产士,zou’ bou,,坐婆,,8,,TRUE
Accouder,sf,(S’)sur la table.,曲肱倚于桌,pi’ ts‘ang’ ’tse k‘ao’ ’la dai laong’,,臂撑子靠拉台上,,8,保留簡體,TRUE
Accoupler,sf,(S’).,交配,p‘ei’，(héh)tei’,,配（合）對,,8,,TRUE
Accourcir,va,et S’Accourcir.,缩短,’kai ’teu,,改短,,8,,TRUE
Accourcir,va,et S’Accourcir.,缩短,tsou’ ’teu,,做短,,8,,TRUE
Accourir,vn,,跑来，赶上来,bao lai,,跑來,,8,,TRUE
Accoutrement,,Quel Accoutrement il a!,奇装异服,i zaong tsah lai ts‘ih foa pèh k‘ié’,,衣裳着來七歪八欠,衣裳着來七歪八？,8,,TRUE
Accoutumé,,Habituel.,习惯的，通常的,koè’ zang,,慣常,,8,,TRUE
Accoutumé,,Habitué.,惯于...的人,nei’ hang,,内行,,8,待定,TRUE
Accoutumé,,Habitué.,惯于...的人,’lao zôh ’seû,,老熟手,,8,,TRUE
Accoutumé,,Habitué.,惯于...的人,koè’ ’tsé,,慣者,,8,,TRUE
Accoutumer,va,(Exercer).,使习惯于,kiao’ zih koè’,,教習慣,,8,,TRUE
Accoutumer,va,S’Accoutumer.,习惯于,zih koè,zih koè’,習慣,,8,連讀,TRUE
Accréditer,,Mettre en crédit.,获得信任,kiao’ gnen sin’ woh,,叫人信服,,8,,TRUE
Accréditer,,Faire croire.,使人相信,kiao’ ngen siang sin’,,叫人相信,,8,,TRUE
Accroc,,(faire un)à son habit.,钩破的裂缝，钩破大衣,tsah wa’,,勺壞,,8,,TRUE
Accroc,,(faire un)à son habit.,钩破的裂缝，钩破大衣,tsah sé’,,勺碎,,8,,TRUE
Accroc,,(faire un)à son habit.,钩破的裂缝，钩破大衣,tsah p‘ou’ i zaong,,勺破衣裳,,8,,TRUE
Accroc,,Il est survenu un Accroc(dans cette affairee).,这件事突然遇到了障碍,sang ts‘éh ih ke’ nè ts‘u’,,生出一个難處,,8,,TRUE
Accrocher,va,Heurter.,悬挂,kouo’,,掛,,8,,TRUE
Accrocher,va,Heurter.,悬挂,tiao’ ’la,,吊拉,,8,,TRUE
Accrocher,va,Heurter.,悬挂,tsah zu’,,勺住,,8,,TRUE
Accrocher,va,Amarrer.Saisir.,钩住,kouo’ ’la,,掛拉,,8,,TRUE
Accrocher,va,Amarrer.Saisir.,钩住,tsah teh zu’,,勺得住,,8,,TRUE
Accrocher,va,S’Accrocher.,被钩住,keû lao zu’,,鈎牢住,,8,,TRUE
Accrocher,va,S’Accrocher.,被钩住,teû zu’,,兜住,,8,,TRUE
Accroire,,(en faire).,叫人上当，哄骗,k‘i’ wou,k‘i ’wou,欺侮,,8,,TRUE
Accroire,,(en faire).,叫人上当，哄骗,’h‘ong p‘ié’,,哄騙,,8,,TRUE
Accroire,,S’en faire Accroire.,自欺，过高估计自己,waong’ se,,妄思,,8,,TRUE
Accroire,,S’en faire Accroire.,自欺，过高估计自己,waong’ ’siang,,妄想,,8,,TRUE
Accroissement,sm,,成长,’tsang dou’,,長大,,8,,TRUE
Accroître,vn,,增加，生长,ka tseng,,加增,,8,,TRUE
Accroître,vn,,增加，生长,ka t‘ié,,加添,,8,,TRUE
Accroître,vn,,增加，生长,’tsang dou’ k‘i lai,’tsang dou’ ’k‘i lai,長大起來,,8,,TRUE
Accroupir,,(s’).,蹲,ten ’hao lai,,蹲下來,,8,原作“蹾下來”,TRUE
Accroupir,,(s’).,蹲,bou’ ’hao lai,,哺下來,伏下來,8,,TRUE
Accroupir,,(s’).,蹲,zou’ ’la kiah ken laong’,,坐拉脚跟上,,8,,TRUE
Accueil,,(faire bon Accueil aux gens).,欢迎某人,dai’ gnen wou k‘i’,,待人和氣,,8,,TRUE
Accueil,,(faire bon Accueil aux gens).,欢迎某人,dai’ gnen ’h‘ao,,待人,,8,,TRUE
Accueillir,va,Aller sudevant.,迎接,gneng tsih,,迎接,,8,,TRUE
Accueillir,va,Accueillir Héberger.,招待，接待,’koé dai’,’k‘oé dai’,款待,,8,,TRUE
Accueillir,va,Agréer.,接受，同意,’yun ’hiu,,允許,,8,,TRUE
Accueillir,va,Agréer.,接受，同意,’tsen ’hiu,,准許,,8,,TRUE
Acculer,va,,,t‘ei,,推,,8,,TRUE
Acculer,va,,,lè zu’,,攔住,,8,,TRUE
Acculer,va,,,t‘aong zu’,,擋住,[湯手]住,8,,TRUE
Acculer,va,,,k‘ai’ ’la,gai’ ’la,塏拉,,8,待定 ,TRUE
Acculer,,S’Acculer.,向后靠紧某物以自卫,k‘ao’ zah,,靠着,,8,,TRUE
Accumuler,va,Amonceler.,堆积,tei ’k‘i lai,,堆起來,,8,,TRUE
Accumuler,va,Multiplier Accumuler(péchés).,罪上加罪,zu’ laong’ ka zu’,,罪上加罪,,8,,TRUE
Accumuler,va,Accumuler malheur sur malheur(givre sur neige).,雪上加霜,siéh laong’ ka saong,,雪上加霜,,8,,TRUE
Accusateur,sm,,原告，起诉人,gneu kao’,,原告,,8,,TRUE
Accusateur,sm,,原告，起诉人,kao’ zaong’ ke’,,告狀个,,8,,TRUE
Accusation,sf,,控告，控诉,kao’ zaong’,,告狀,,9,,TRUE
Accusation,sf,,控告，控诉,’pin tè,,禀單,,9,,TRUE
Accusation,sf,,控告，控诉,zeng ’tse,,呈紙,,9,,TRUE
Accusation,sf,Recevoir les Accusation.,受理起诉,faong’ kao’,,放吿,,9,,TRUE
Accusé,sm,,被告,bi’ kao’,,被告,,9,,TRUE
Accusé,sm,,被告,’vè gnen,,犯人,,9,待定 犯聲調,TRUE
Accusé,sm,(de réception.),回执，回单，收据,seû diao,,收條,,9,,TRUE
Accusé,sm,(de réception.),回执，回单，收据,kao’ ’tsen,,告准,,9,,TRUE
Accuser,,(au tribunal).,控告,kao’,,吿,,9,,TRUE
Accuser,,(au tribunal).,控告,k‘ong’ kao’,,控告,,9,,TRUE
Accuser,,Accuser faussement.,诬告,wou kao’,,誣告,,9,,TRUE
Accuser,,Accuser faussement.,诬告,waong’ kao’,,妄吿,,9,,TRUE
Accuser,,Accuser faussement.,诬告,’hoei pang,’h‘oei paong’,毁謗,,9,,TRUE
Accuser,,Reprocher un défaut.,指责，谴责，非难,tsah bei’,,責備,,9,,TRUE
Accuser,,S’Accuser(C).,请罪,kao’ zu’,,告罪,,9,,TRUE
Acerbe,adj,,尖刻的，严厉的,li’ hai’,,利害,,9,,TRUE
Acerbe,adj,,尖刻的，严厉的,hiong ke’,,凶个,,9,,TRUE
Acerbe,adj,,尖刻的，严厉的,lèh ’seû ke’,,辣手个,,9,,TRUE
Acéré,adj,,尖锐的,k‘oa’,,快,,9,,TRUE
Acéré,adj,,尖锐的,tsié,,尖,,9,,TRUE
Acérer,va,,攒钢，铁上加钢,kaong,,鋼,,9,,TRUE
Achalandé(bien),adj,,生意兴隆的,’tsu k‘ah tou,,主客多,,9,,TRUE
Achalandé(bien),adj,,生意兴隆的,sang i’ nao’ gnéh,,生意鬧熱,,9,,TRUE
Acharner,,(s’)à,发奋，热衷于,tsé sin,,專心,,9,,TRUE
Acharner,,(s’)à,发奋，热衷于,kou’ tséh véh t‘ong,,固執勿通,,9,,TRUE
Acharner,,Acharner contre qqn.,猛烈追击,tsé meû hai’ i,,專謀害伊,,9,,TRUE
Achat,,,购买,’ma,,買,,9,,TRUE
Acheter,va,Acheter de la viande.,买肉,’ma,,買,,9,,TRUE
Acheter,va,Acheter de la viande.,买肉,’ma gnôh,,買肉,,9,,TRUE
Acheter,va,Acheter du tabac.,买烟,pao yé,,包烟,,9,,TRUE
Acheter,va,Acheter en gros Acheter en détail.,整批地买进,ten taong ’ma,’ten taong ’ma,躉當買,,9,,TRUE
Acheter,va,Acheter en gros Acheter en détail.,零购,ling sé’ ’ma,,零碎買,,9,,TRUE
Acheter,va,Acheter une charge.,买官,kieu koé tsou’,,捐官做,,9,,TRUE
Acheter,va,Suborner.Gagner à prix d’argent.,收买，行贿,’foei lou’,,賄賂,,9,,TRUE
Acheteur,sm,Chaland .,买主，顾客,’ma ’tsu,,買主,,9,,TRUE
Acheteur,sm,Chaland .,买主，顾客,’ma k‘ah,,買客,,9,,TRUE
Acheteur,sm,Chaland .,买主，顾客,’tsu k‘ah,,主客,,9,,TRUE
Acheteur,sm,Faire l’office d’Acheteur.,买办,’ma bè’,,買辦,,9,,TRUE
Achevé,adj,Terminé.,完成的,’mé kong ’la ’tsé,,滿工拉者,,9,,TRUE
Achevé,adj,Terminé.,完成的,tsou’ ’h‘ao ’la ’tsé,,做好拉者,,9,,TRUE
Achevé,adj,Parfait.,完善的,wé zié ’h‘ao ke’,,完全好个,,9,,TRUE
Achever,va,,结束，完成,tsou’ wé,,做完,,9,,TRUE
Achever,va,,结束，完成,tsou zeng kong,,做成功,,9,,TRUE
Achever,va,,结束，完成,tsou’ mé kong,tsou’ ’mé kong,做滿工,,9,,TRUE
Achillée,sf,(herbe),蓍草,se’ ’ts‘ao,,蓍草,,9,,TRUE
Acide,adj,,酸的,seu ke’,,酸个,,9,,TRUE
Acide,adj,Acide sm.Acide carbonique.,碳酸,ghiang ’se,,强水,,9,,TRUE
Acide,adj,Acide chlorhydrique.,盐酸,t‘è k‘i’,,炭氣,,9,,TRUE
Acide,adj,Acide chlorhydrique.,盐酸,yé ghiang ’se,,鹽强水,,9,,TRUE
Acide,adj,Acide nitrique(azotique).,硝酸,siao ghiang ’se,,硝强水,,9,,TRUE
Acide,adj,Acide sulfurique.,硫酸,wang ghiang ’se,waong ghiang ’se,磺强水,,9,,TRUE
Acidité,sf,,酸性，酸度,seu mi’,,酸味,,9,,TRUE
Acidulé,adj,,略带酸味的,seu tse’ tse’,,酸㴛㴛,酸？？,9,,TRUE
Acier,sm,,钢,kaong,,鋼,,9,,TRUE
Aciérer,va,,炼钢,lié’ kaong,,煉鋼,,9,,TRUE
Acolyte,sm,Compagnon.,同伙，同党,dao bé’,,啕伴,？伴,9,,TRUE
Acolyte,sm,Qui a  reçu l’acolytat(C).,四品修士,se’ ’p‘in siang kong,se’ ’p‘in siang’ kong,四品相公,,10,,TRUE
Acolyte,sm,Servant de Messe(C).,(天主教宗教仪式中的)辅祭,wou’（fou’）mi sèh ke’,,副彌撒个,輔彌撒个,10,待定,TRUE
Aconit,sm,,岛头,’wou ’tse,,[艹附]子,苻子,10,,TRUE
Acoustique,sf,,声学,seng yah,,聲學,,10,,TRUE
Acquéreur,sm,,买主,’ma k‘ah,,買客,,10,,TRUE
Acquérir,va,Acheter.,买到,’ma,,買,,10,,TRUE
Acquérir,va,Apprendre.,获得，掌握,hoh,,學,,10,,TRUE
Acquérir,va,Acquérir par concession.,特许收购,’hiu teh,,許得,,10,,TRUE
Acquiescer,vn,,允诺，接受,’yun ’hiu,,允許,,10,,TRUE
Acquiescer,vn,,允诺，接受,zen’ zong,,順從,,10,,TRUE
Acquiescer,vn,,允诺，接受,gneu’ i,,願意,,10,,TRUE
Acquiescer,vn,Adhérer.,同意,zu,,隨,,10,,TRUE
Acquiescer,vn,Adhérer.,同意,zong,,從,,10,,TRUE
Acquiescer,vn,Se soumettre.,听从，服从,t‘ing’ zong ,,聽從,,10,待定 聽聲調,TRUE
Acquis,pp,,获得的，既得的,teh lai ke’,,得來个,,10,,TRUE
Acquis,pp,,获得的，既得的,teh zah ’la ke’,,得着拉个,,10,,TRUE
Acquis,sm,Avoir de l’Acquis.,有知识，有经验,’yeû hoh ven’,,有學問,,10,,TRUE
Acquis,sm,Avoir de l’Acquis.,有知识，有经验,’yeû zai keu,’yeû zai keu’,有才幹,,10,,TRUE
Acquit,sm,,收条，凭据,seû p‘iao’,,收票,,10,,TRUE
Acquit,sm,,收条，凭据,seû diao,,收條,,10,,TRUE
Acquit,sm,,收条，凭据,seû tè,,收單,,10,,TRUE
Acquit,sm,Faire par manière d’Acquit.,粗心地，马虎地,’liao ’liao’ ’ts‘ao ’ts‘ao tsou’,,了了草草做,,10,,TRUE
Acquit,sm,Faire par manière d’Acquit.,粗心地，马虎地,yah yah wou tsou’ ze’ ’t‘i,,約約乎做事體,,10,,TRUE
Acquitter,va,une dette.,偿还债务,wè dong dié,,還銅錢,,10,,TRUE
Acquitter,va,une dette.,偿还债务,wè tsang’,,還賬,,10,,TRUE
Acquitter,va,une dette.,偿还债务,wè tsa’,,還債,,10,,TRUE
Acquitter,,Acquitter un accusé.,宣告一个被告无罪,teu’ i m zu’,,斷伊無罪,斷伊嘸罪,10,,TRUE
Acquitter,,S’Acquitter de ses devoirs.,履行义务,zin’ ’pen ven’,,盡本分,,10,,TRUE
Acquitter,,S’Acquitter de son office.,恪守本分,eu ven’ ’seû ’ki,,安分守己,,10,,TRUE
Âcre,adj,Âcreté.sf.,辛辣的,lèh ke’,,辣个,,10,,TRUE
Âcre,adj,Âcreté.sf.,辛辣的,lèh ke’ mi’ dao’,,辣个味道,,10,,TRUE
Acrimonieux,adj,,毒辣的，讽刺的,lèh sing’,,辣性,,10,,TRUE
Acrimonieux,adj,,毒辣的，讽刺的,bao’ tsao’,,暴躁,,10,,TRUE
Acrobate,sm,,杂技演员,’tseû soh ke’,,走索个,,10,,TRUE
Acte,sm,Action,行为,hang wei,,行為,,10,原作“行，為行實，行事”,TRUE
Acte,sm,Action,行为,hang zéh,,行實,,10,,TRUE
Acte,sm,Action,行为,hang ze’,,行事,,10,,TRUE
Acte,sm,Les Acte des apôtres(C).,信德的行为,tsong dou ze’ liah,,宗徒事略,,10,,TRUE
Acte,sm,Certificat.,证书,bing kiu’,,憑據,,10,,TRUE
Acte,sm,Écrit authentique.,文件，契约,k‘i’ tsang,,契章,,10,,TRUE
Acte,sm,Écrit authentique.,文件，契约,ven su,,文書,,10,,TRUE
Acte,sm,Écrit authentique.,文件，契约,tè ’tse,,單紙,,10,,TRUE
Acte,sm,Acte d’un drame.,一幕戏,ih ts‘èh hi’,ih ts‘éh hi’,一齣戯,,10,,TRUE
Acteur,sm,,演员,hi’ ’tse,,戲子,,10,,TRUE
Actif,adj,Diligent.,积极的，勤劳的,ghien ’kien,,勤緊,勤？,10,,TRUE
Actif,adj,Diligent.,积极的，勤劳的,’pouo kiéh,,把急,？？,10,,TRUE
Actif,adj,Remède Actif.,有效药,yah sing’ dou’,,藥性大,,10,,TRUE
Actif,adj,L’Actif et le passif d’un marchand.,商人的资产和负债,’pen k‘ié’,,本欠,,10,,TRUE
Action,sf,(acte),行动，活动,hang ze’,,行事,,10,,TRUE
Action,sf,Les Action(la conduite).,动作，行为,’kiu dong’,,舉動,,10,待定 动声调,TRUE
Action,sf,Les Action(la conduite).,动作，行为,hang wei,,行為,,10,,TRUE
Action,sf,Part d’intérêt.Action de grâces.,股份,’kou deû,,股頭,,10,,TRUE
Action,sf,Part d’intérêt.Action de grâces.,股份,ven’ deû,,分頭,,10,,TRUE
Action,sf,Part d’intérêt.Action de grâces.,感恩礼拜,’ké’ zia’,,感謝,,10,,TRUE
Actionnaire,sm,,股东,kéh ven’ deû ke’,,合分頭个,,10,,TRUE
activement,adv.,adv.,积极地，活跃地,mè ’saong k‘oa’,,蠻爽快,,11,,TRUE
activer ,va., -le feu en éventant,促进，加快,ts‘u,,催,,11,,TRUE
activer ,va.,activer le feu en éventant,促进，加快,sé’ ’h‘ou,,扇火,,11,,TRUE
actuel,adi.,(temps). ,目前的，现实的，当前的,yé’ zai’ ke’,,現在个,,11,,TRUE
actuel,adi.,(temps). ,目前的，现实的，当前的,"moh zié ke’,",,目前个,,11,,TRUE
actuel,adi.,Propre; péché--,目前的，现实的，当前的,’pen,,本,,11,,TRUE
actuel,adi.,Propre; péché--,目前的，现实的，当前的,’pen zu’,,本罪,,11,,TRUE
actuellement,adv.,,目前地，现实地，当前地,moh ’ya,,目下,,11,,TRUE
actuellement,adv.,,目前地，现实地，当前地,yé’ kien,,現今,,11,,TRUE
actuellement,adv.,,目前地，现实地，当前地,zu kien,,如今,,11,,TRUE
acuponcture,sf. ,,针刺，针刺疗法,tsen ’kieû,,針灸,,11,,TRUE
acuponcture,sf. ,,针刺，针刺疗法,gnéh tsen,,熱針,,11,,TRUE
acuponcture,sf. ,,针刺，针刺疗法, ’lang tsen,,冷針,,11,,TRUE
acuponcture,sf. ,Habile à pratiquer l'-,擅长针灸,i tsen lai teh fèh,,伊針來得法,,11,,TRUE
adage,sm.,,格言，寓言,zôh ’gnu wo’,,俗語話,,11,,TRUE
adage,sm.,,格言，寓言,’kou wo’. ,,古話,,11,,TRUE
adapter,va.,Áppliquer. Ajuster. S'-,使适应，运用，调整,p‘ei’ tei’,,配對,,11,,TRUE
adapter,va.,Áppliquer. Ajuster. S'-,使适应，运用，调整,siang tei’.,,相對,,11,,TRUE
addition,sf. ,,增加物,kéh ’long lai,,合攏來,,11,,TRUE
addition,sf. ,,增加物,ping’ ’long lai.,,併攏來,,11,,TRUE
additionner,va.,,增加，添补,déh ’k‘i lai,,叠起來,,11,,TRUE
additionner,va.,,增加，添补,déh fèh,,叠法,,11,,TRUE
additionner,va.,,增加，添补,’tsong kiéh,,總結,,11,,TRUE
additionnel,adj.,,附加的,ling’ nga’ ke’.,,另外个,,11,,TRUE
adepte,sm.,,教徒、信徒,wei’ ’yeû,,會友,,11,,TRUE
adepte,sm.,,教徒、信徒,siang lié,,相連,,11,,TRUE
adéquat,adj.,Exact. ,符合的，恰当的,tseng’ tei’,,正對,,11,,TRUE
adéquat,adj.,Complet.,完全的,zeng zié,,成全,,11,,TRUE
adhérent,sm.,,党员，会员，参与者,wei’ ’yeû.,,會友,,11,,TRUE
adhérer,vn.,(personne); (chose),参与，加入,zen’ zong;,,順從,,11,,TRUE
adhérer,vn.,(personne); (chose),参与，加入,tèh lao,,搭牢,？牢,11,,TRUE
adhérer,vn.,(personne); (chose),参与，加入,t‘ih zu’.,,貼住,,11,,TRUE
adieu,loc. Adv. ,,再见，永别,kah gnéh wei’,,隔日會,,11,,TRUE
adieu,loc. Adv. ,,再见，永别,ming tsao wei’,,明朝會,,11,,TRUE
adieu,loc. Adv. ,,再见，永别,è’ hiéh wei’,,晚歇會,晏歇會,11,,TRUE
adieu,loc. Adv. ,,再见，永别,zu ze wei’.,,隨時會,,11,,TRUE
adieu,loc. Adv. ,Faire ses adieu à ses parents; ,向父母告别,kao’ biéh vou’ ’mou,,告别父母,,11,,TRUE
adieu,loc. Adv. ,adieu du partant (visite),查不到该法语表达,kao’ze,,告辭,,11,,TRUE
adieu,loc. Adv. ,adieu au partant,查不到该法语表述,song’ hang,,送行,,11,,TRUE
adjacent,adj.,,相近的，相邻的,siang ghien’ ke’,,相近个,,11,,TRUE
adjoindre,va.,,增加，添加,ka,,加,,11,,TRUE
adjoindre,va.,,增加，添加,t‘ié,,添,,11,,TRUE
adjoint,sm.,Préfet adjoint,副手，助理,paong bè’,,幫辦,,11,,TRUE
adjoint,sm.,Préfet adjoint,副手，助理,eul’ ’fou,,貳府,,11,,TRUE
adjoint,sm.,chaque titulaire a son adjoint,每个正式任职人员有一个副手,ih tseng’ ih fou’,,一正一副,,11,,TRUE
adjudant,sm.,,副职军官,fou’ ya,,副爺,,11,,TRUE
adjuger., va.,à qqn. S'-,将某物占为己有,teu’ péh ’la gnen;,,斷撥拉人,,11,,TRUE
adjuger., va.,à qqn. S'-,将某物占为己有,se ’ts‘u,,私取,,11,此處“私取吞吃”格式按照羅馬字分開,TRUE
adjuger., va.,à qqn. S'-,将某物占为己有,t‘en k‘ieh,,吞吃,,11,,TRUE
adjurer,va.,,（以神的名义）要求；恳请，恳求,fèh ze’ ,,發誓,,11,,TRUE
adjurer,va.,,（以神的名义）要求；恳请，恳求,vèh tseu,vèh tseu’,罰咒,,11,,TRUE
admettre,va.,,接受,woh lèh,,服辣,服？,11,,TRUE
admettre,va.,,接受,pa’ woh,,拜服,,11,,TRUE
admettre,va.,Je n'admets pas cette explication.,我不接受你这个解释,’ngou véh woh di’ kiu’ seh wo’,,我勿服第句説話,,11,,TRUE
admettre,va.,permettre,允许,’hiu,,許,,12,,TRUE
admettre,va.,permettre,允许,’tsen ’hiu,,准許,,12,,TRUE
admettre,va.,permettre,允许,gnang’,,讓,,12,,TRUE
admettre,va.,croire,相信,sin’,,信,,12,,TRUE
admettre,va.,croire,相信,siang sin’,,相信,,12,,TRUE
admettre,va.,supposer. Admettons que…,比方，如果，假使,’pi faong,,比方,,12,,TRUE
admettre,va.,supposer. Admettons que…,,zah se,zah ’se,若使,,12,,TRUE
admettre,va.,supposer. Admettons que…,比方，如果，假使,zu ’kou,,如果,,12,,TRUE
administrateur,sm. ,,管理人,’koé ze’ ke’,,管事个,,12,,TRUE
administrateur,sm. ,,管理人,taong ’seû ke’,,當首个,,12,,TRUE
administrateur,sm. ,administrateur d'une chrétienté,一个教区的负责人,bè ze’gnen,,辦事人,,12,,TRUE
