vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
痴天八拉(癡天八拉),癡忝叭喇,嬉闹过度（嬉鬧過度）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
痴头怪脑(癡頭怪腦),癡頭怪腦,疯疯癫癫（瘋瘋癲癲）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
痴子(癡子),癡子,疯子（瘋子）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
赤蛋(赤蛋),赤蛋,生蛋（生蛋）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
赤恭(赤恭),赤恭,完蛋（完蛋）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
赤刮拉新(赤刮拉新),赤刮辣新,崭新（嶄新）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
赤链蛇(赤鏈蛇),赤鏈蛇,无毒蛇（無毒蛇）,[tsʰæʔ li ziɔ],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
赤屁(赤屁),赤屁,放屁（放屁）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
赤污(赤污),赤污,大便（大便）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
赤血(赤血),赤血,便血（便血）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
赤眼(赤眼),赤眼,红眼睛（紅眼睛）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
摏(摏),摏,伸拳打，如摏他一拳（伸拳打，如摏他一拳）,[soŋ53],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
臭烘烘(臭烘烘),臭烘烘,臭得很（臭得很）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
臭怦怦(臭怦怦),臭怦怦,有些臭气味（有些臭氣味）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
臭熏熏(臭熏熏),臭熏熏,①臭气冲天;②淫荡者鄙称（①臭氣沖天;②淫蕩者鄙稱）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
出徜(出徜),出徜,上台面（上臺面）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出持(出持),出池,清理（清理）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出冲(出沖),出沖,破费、相鮨（破費、相鮨）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出格(出格),出格,超出常规（超出常規）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出棺材(出棺材),出棺材,（骂人用词） （（罵人用詞））,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出客(出客),出客,漂亮（漂亮）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出痧子(出痧子),出瘩子,麻疹（麻疹）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
出爽(出爽),出爽,爽气（爽氣）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出送(出送),出松,①走开、滚开;②全部失去（①走開、滾開;②全部失去）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
出送(出送),出送,走了（死了） （走了（死了））,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
出头椽子(出頭椽子),出頭椽子,①伸出外墙面的缘子；②称凡事冲在前的人（①伸出外牆面的緣子；②稱凡事沖在前的人）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
出塮(出塮),出塮,拉出猪羊廄粪（拉出豬羊廄糞）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
锄头(鋤頭),鋤頭,[农事]松土除草用的铁制农具（[農事]松土除草用的鐵制農具）,[zɿ dɤ],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
橱(櫥),櫥,[房屋器具]橱柜统称（[房屋 器具]櫥櫃統稱）,[ʑy],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
触毒(觸毒),觸毒,反感（反感）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
触祭(觸祭),觸祭,吃，用于骂人（吃，用於罵人）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
触山头(觸山頭),觸山頭,倒楣（倒楣）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
触死板凳(觸死板凳),促死板凳,做事呆板（做事呆板）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
触死板凳(觸死板凳),戳死板凳,死板、固执不灵活（死板、固執不靈活）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
篅圈(篅圈),篅圈,长条状，竹蔑编成（長條狀，竹蔑編成）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
串(串),串,①冲出去；②批进贩卖货物（①沖出去；②批進販賣貨物）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
窗盘(窗盤),窗盤,窗台（窗臺）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
床(床),床,睡卧家具（睡臥傢俱）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
春浪向(春浪向),春浪向,春天时（春天時）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
春天界(春天界),春天界,春（春）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
戳铲(戳鏟),戳鏟,臭骂（臭罵）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
戳手、冲手(戳手、沖手),戳手、沖手,扒手（扒手）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
雌孵雄(雌孵雄),雌捕雄,不男不女（不男不女）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
促掐(促掐),促掐,刁钻（刁鑽）,推薦寫法爲“促掐”,拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
撮箕(撮箕),撮箕,畚箕（畚箕）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
错别字(錯別字),錯別字,错别字（錯別字）,[tɕʰiɔ biɪʔ zɿ],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
搭浆(搭漿),搭漿,马虎差劲（馬虎差勁）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
搭脉(搭脈),搭脈,"①号脉;②相比较、较量,如迪方面侬勿好跟伊搭脉（①號脈;②相比較、較量,如迪方面儂勿好跟伊搭脈）",[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
搭米(搭米),八結米、搭米,玉米（玉米）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
搭庙脚(搭廟腳),搭廟腳,依附（依附）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
搭煞(搭煞),搭煞,拖累（拖累）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
搭讪头(搭訕頭),搭訕頭,找殖而寻衅闹事（找殖而尋釁鬧事）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
搭死掼(搭死摜),搭死摜,耍无赖（耍無賴）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
嗒(嗒),嗒,尝，如嗒嗒味道（嘗，如嗒嗒味道）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打菜子(打菜子),打菜子,油菜籽脱籽（油菜籽脫籽）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打弹球(打彈球),打彈球,打乒乓（打乒乓）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打顿(打頓),打頓,停、等、耽搁（停、等、耽擱）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打发庄(打發莊),打發莊,①重新清算。②因故调回（①重新清算。②因故調回）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打发庄(打發莊),打發樁,重新算账（重新算賬）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
打咕蒙(打咕蒙),打咕蒙,转岔移题（轉岔移題）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打昏陀(打昏陀),打吩度,鼾声（鼾聲）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打金针(打金針),打金針,行针灸（行針灸）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打篮(打籃),打籃,圆底圆口竹蔑编制的挑篮（圓底圓口竹蔑編制的挑籃）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打棚(打棚),打朋,①开玩笑；②捣乱（①開玩笑；②搗亂）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打棚(打棚),打棚,开玩笑（開玩笑）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
打佯装(打佯裝),打佯裝,摸点（摸點）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
打药水(打藥水),打藥水,喷洒农药（噴灑農藥）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
打圆场(打圓場),打圓場,和事佬劝解（和事佬勸解）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大包子(大包子),大包子,馒头（无馅） （饅頭（無餡））,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大包子(大包子),大包子,无馅的包子（無餡的包子）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大伯(大伯),大伯,丈夫的哥哥（丈夫的哥哥）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大大(大大),大大,祖父（祖父）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大大(大大),大大,祖父（祖父）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大大、外公大大(大大、外公大大),大大、外公大大,外祖父（外祖父）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大风(大風),大風,强劲的风（強勁的風）,[du hoŋ],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大伏里(大伏裏),大伏裏,大暑时节里（大暑時節裏）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大亨郎头(大亨郎頭),大亨郎頭,大人物（大人物）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大浆板气(大漿板氣),大僵扳牽,①口齿不清。②做事大而无当（①口齒不清。②做事大而無當）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大桨板气(大槳板氣),舵槳背牽,说话不实（說話不實）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大壳雄蟹(大殼雄蟹),大殼雄蟹,大而无用（大而無用）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大麦鬼(大麥鬼),大（dd）麥鬼  吝嗇人,吝啬人（吝嗇人）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大麦鬼(大麥鬼),大麥鬼,小气（小氣）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大麦浪当(大麥浪當),度麥浪當,凡事无所谓（凡事無所謂）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大弄成场(大弄成場),大弄成場,小事化大（小事化大）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大勤共(大勤共),大竟攻,大搞（大搞）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大勤共(大勤共),大群（琴）共,①小题大做;②合力（①小題大做;②合力）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大头势报(大頭勢報),大頭勢報,昏了头（昏了頭）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大细(大細),杜細,子女（子女）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
大细(大細),杜胥,成年晚辈:儿子、儿媳、女儿、女婿（成年晚輩:兒子、兒媳、女兒、女婿）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大姨、大姨妈(大姨、大姨媽),大姨、大姨媽,大姨母。母亲的姐姐（大姨母。母親的姐姐）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大殷帽(大殷帽),大殷帽,礼帽（禮帽）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大闸蟹(大閘蟹),大閘蟹,中华绒蟹（中華絨蟹）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
大嘴板气(大嘴板氣),駝子背纖,胡说八道（胡說八道）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
汏(汏),汏,洗（洗）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
汏冷水浴(汏冷水浴),汏冷水浴,游泳（游泳）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
汏衣裳擦板(汏衣裳擦板),汏衣裳擦板,搓板（搓板）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
汏浴间(汏浴間),汏浴間,浴室（浴室）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
呆剥落脱(呆剝落脫),呆剝落脫,呆头呆脑（呆頭呆腦）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
䈆(䈆),䈆,"竹蔑编成,浅帮平底筛漏谷子等的农具（竹蔑編成,淺幫平底篩漏穀子等的農具）",[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
淡呱呱(淡呱呱),淡刮刮,微咸或无滋味（微鹹或無滋味）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
淡呱呱(淡呱呱),淡刮刮,淡而无味（淡而無味）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
淡嘴刮气(淡嘴刮氣),淡滋刮起,清淡无味（清淡無味）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志,TRUE,shanghaixian,shanghaixian_qibao
弹眼绿睛(彈眼綠睛),彈眼落睛,①瞪眼凶狠样;②事、物特别突出好看（①瞪眼兇狠樣;②事、物特別突出好看）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
蛋架(蛋架),蛋架,锅内碗架竹片时十字形架子（鍋內碗架竹片時十字形架子）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
当势(當勢),當勢,①时机、巧遇的时候；②那时（①時機、巧遇的時候；②那時）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志,TRUE,shanghaixian,shanghaixian_qibao
